# Digitized traces from Genet et al. (2023), their Fig 8 (wall volume [mL]).
# Extracted from the published figure by hue segmentation (provenance/reproduction).
# Where variations overlap (curves coincide) an occluded segment is completed from
# the nearest visible variation. columns: panel {pressure[kPa],volume[mL],torsion[deg]}, variation, x=time[ms], y.
panel,variation,x,y
pressure,130,353.61,12.0515
pressure,130,355.36,12.0155
pressure,130,357.11,11.9794
pressure,130,358.86,11.9433
pressure,130,360.61,11.9072
pressure,130,362.36,11.8711
pressure,130,364.11,11.8351
pressure,130,365.86,11.7990
pressure,130,367.61,11.7629
pressure,130,369.37,11.7268
pressure,130,371.12,11.6727
pressure,130,372.87,11.6186
pressure,130,374.62,11.5825
pressure,130,376.37,11.5284
pressure,130,378.12,11.4923
pressure,130,379.87,11.4381
pressure,130,381.62,11.4021
pressure,130,383.37,11.3479
pressure,130,385.12,11.3119
pressure,130,386.87,11.2397
pressure,130,388.62,11.2036
pressure,130,390.37,11.1675
pressure,130,392.12,11.0954
pressure,130,393.87,11.0593
pressure,130,395.62,10.9871
pressure,130,397.37,10.9510
pressure,130,399.12,10.8789
pressure,130,400.88,10.8428
pressure,130,402.63,10.7706
pressure,130,404.38,10.7165
pressure,130,406.13,10.6082
pressure,130,407.88,10.5361
pressure,130,409.63,10.3015
pressure,130,411.38,10.2835
pressure,130,413.13,9.9407
pressure,130,414.88,9.5077
pressure,130,416.63,9.0387
pressure,130,418.38,8.5515
pressure,130,420.13,8.0284
pressure,130,421.88,7.5593
pressure,130,423.63,7.1263
pressure,130,425.38,6.6933
pressure,130,427.13,6.2784
pressure,130,428.88,5.9175
pressure,130,430.63,5.5567
pressure,130,432.39,5.2320
pressure,130,434.14,4.9072
pressure,130,435.89,4.6186
pressure,130,437.64,4.3479
pressure,130,439.39,4.0773
pressure,130,441.14,3.8428
pressure,130,442.89,3.6082
pressure,130,444.64,3.3918
pressure,130,446.39,3.1933
pressure,130,448.14,2.9948
pressure,130,449.89,2.8144
pressure,130,451.64,2.6340
pressure,130,453.39,2.4897
pressure,130,455.14,2.3454
pressure,130,456.89,2.1830
pressure,130,458.64,2.0567
pressure,130,460.39,1.9304
pressure,130,462.14,1.8222
pressure,130,463.89,1.6959
pressure,130,465.65,1.6057
pressure,130,467.40,1.4974
pressure,130,469.15,1.4072
pressure,130,470.90,1.3351
pressure,130,472.65,1.2448
pressure,130,474.40,1.1727
pressure,130,476.15,1.1005
pressure,130,477.90,1.0284
pressure,130,479.65,0.9742
pressure,130,481.40,0.9021
pressure,130,483.15,0.8479
pressure,130,484.90,0.8119
pressure,130,486.65,0.7397
pressure,130,488.40,0.7036
pressure,130,490.15,0.6495
pressure,130,491.90,0.6134
pressure,130,493.65,0.5773
pressure,130,495.40,0.5593
pressure,130,497.16,0.5593
pressure,130,498.91,0.5412
pressure,130,500.66,0.5412
pressure,130,502.41,0.5232
pressure,130,504.16,0.5232
pressure,130,505.91,0.5232
pressure,130,507.66,0.5232
pressure,130,509.41,0.5232
pressure,130,511.16,0.5052
pressure,130,512.91,0.5052
pressure,130,514.66,0.5052
pressure,130,516.41,0.5052
pressure,130,518.16,0.4871
pressure,130,519.91,0.4871
pressure,130,521.66,0.4871
pressure,130,523.41,0.4871
pressure,130,525.16,0.4871
pressure,130,526.91,0.4871
pressure,130,528.67,0.4871
pressure,130,530.42,0.4691
pressure,130,532.17,0.4691
pressure,130,533.92,0.4691
pressure,130,535.67,0.4691
pressure,130,537.42,0.4691
pressure,130,539.17,0.4691
pressure,130,540.92,0.4871
pressure,130,542.67,0.4871
pressure,130,544.42,0.4871
pressure,130,546.17,0.4871
pressure,130,547.92,0.4871
pressure,130,549.67,0.4871
pressure,130,551.42,0.4871
pressure,130,553.17,0.4871
pressure,130,554.92,0.4871
pressure,130,556.67,0.4871
pressure,130,558.42,0.4871
pressure,130,560.18,0.5052
pressure,130,561.93,0.5052
pressure,130,563.68,0.5052
pressure,130,565.43,0.5052
pressure,130,567.18,0.5052
pressure,130,568.93,0.5052
pressure,130,570.68,0.5232
pressure,130,572.43,0.5232
pressure,130,574.18,0.5232
pressure,130,575.93,0.5232
pressure,130,577.68,0.5232
pressure,130,579.43,0.5232
pressure,130,581.18,0.5232
pressure,130,582.93,0.5232
pressure,130,584.68,0.5232
pressure,130,586.43,0.5232
pressure,130,588.18,0.5412
pressure,130,589.93,0.5412
pressure,130,591.68,0.5412
pressure,130,593.44,0.5412
pressure,130,595.19,0.5412
pressure,130,596.94,0.5412
pressure,130,598.69,0.5412
pressure,130,600.44,0.5412
pressure,130,602.19,0.5412
pressure,130,603.94,0.5412
pressure,130,605.69,0.5412
pressure,130,607.44,0.5412
pressure,130,609.19,0.5412
pressure,130,610.94,0.5412
pressure,130,612.69,0.5412
pressure,130,614.44,0.5412
pressure,130,616.19,0.5412
pressure,130,617.94,0.5412
pressure,130,619.69,0.5412
pressure,130,621.44,0.5412
pressure,130,623.19,0.5412
pressure,130,624.95,0.5412
pressure,130,626.70,0.5412
pressure,130,628.45,0.5412
pressure,130,630.20,0.5412
pressure,130,631.95,0.5412
pressure,130,633.70,0.5412
pressure,130,635.45,0.5593
pressure,130,637.20,0.5593
pressure,130,638.95,0.5593
pressure,130,640.70,0.5593
pressure,130,642.45,0.5593
pressure,130,644.20,0.5593
pressure,130,645.95,0.5593
pressure,130,647.70,0.5593
pressure,130,649.45,0.5593
pressure,130,651.20,0.5593
pressure,130,652.95,0.5593
pressure,130,654.70,0.5593
pressure,130,656.46,0.5593
pressure,130,658.21,0.5593
pressure,130,659.96,0.5593
pressure,130,661.71,0.5593
pressure,130,663.46,0.5593
pressure,130,665.21,0.5593
pressure,130,666.96,0.5593
pressure,130,668.71,0.5593
pressure,130,670.46,0.5593
pressure,130,672.21,0.5593
pressure,130,673.96,0.5593
pressure,130,675.71,0.5773
pressure,130,677.46,0.5773
pressure,130,679.21,0.5954
pressure,130,680.96,0.5954
pressure,130,682.71,0.5954
pressure,130,684.46,0.6134
pressure,130,686.21,0.6314
pressure,130,687.96,0.6314
pressure,130,689.72,0.6314
pressure,130,691.47,0.6495
pressure,130,693.22,0.6495
pressure,130,694.97,0.6675
pressure,130,696.72,0.6675
pressure,130,698.47,0.6856
pressure,130,700.22,0.7036
pressure,130,701.97,0.7036
pressure,130,703.72,0.7036
pressure,130,705.47,0.7216
pressure,130,707.22,0.7397
pressure,130,708.97,0.7397
pressure,130,710.72,0.7577
pressure,130,712.47,0.7577
pressure,130,714.22,0.7758
pressure,130,715.97,0.7758
pressure,130,717.72,0.7938
pressure,130,719.47,0.8119
pressure,130,721.23,0.8119
pressure,130,722.98,0.8119
